message_id,user_id,date,created_time,message
19529,3903607,"12,July,2004",2004-07-12,   We are in Tokyo (Iogi actually) staying with our great friend Jessica Smith.  It was blisteringly hot yesterday. We only managed to walk for 15 minutes to the train station before suffering from heat exhaustion and deciding it was too much effort to actually board a train. We took refuge in a supermarket instead where it was cool and browsed the isles looking at all the different types of local food. It was great fun and we spent nearly 2 hours at it!  We have spent some considerable time sampling the local beer from the comfort of Jess`s massage chair and hope to get out and about in the next couple of days.  We have no access to the mobile phone network here. Sorry if you were awaiting a response to a message you have left us...  
19530,3903607,"12,July,2004",2004-07-12,"   urlLink    Ben and Louise atop the Grand Canyon, USA, January 2004.  "
19531,3903607,"12,July,2004",2004-07-12,"   There must be a beginning - and there must be an end. This is the order of things.  Let me start at the start, skip ten billion years, and take you to the present day...  Melbourne CBD, morning. 13 degrees and overcast. Level 10, recently renovated residential block annexed to the soaring green-topped IOOF Building. Apartment 1007 â€“ our home for the past 18 months. Sitting at the dining room table, facing north.  I have been ""released from my retainer"". Current position: man of leisure (and mystery).  Weisie has charged me with the responsibility of undertaking some important administrative tasks necessary for our Big Trip. She is half way through her last day of work, and thinks I am conscientiously completing the list of tasks she has left behind for me. Silly of her really.  [Weisie, if you are reading this, the previous paragraph was inserted to give our opening Blog some pizzazz, or as they say in Sydney, ""zhuz""].  Welcome to Weisie's World. Enjoy the trip.  "
23915,3907107,"24,July,2004",2004-07-24,"   This is a message for all my school friends:  Thank you all for being there when I've needed you. I fyou ever need anything then just ask and I'll help to the best I can.&nbsp;&nbsp; :)    &nbsp;  Some of my friends:   Thomas and Matthew, Wajeeha and Kim, Aksa and Natasha, Umar and Bilal, Jessica and Rabia, Nassim and Yani, Ashleigh and Sheridan&nbsp; and &nbsp;Priya (heh carnt forget you Priya lol)    &nbsp;  thats all for now,   ;) Marc  "
23916,3907107,"24,July,2004",2004-07-24,"   Wow ,  a whole blog dedicated&nbsp;to my&nbsp;friends! &nbsp;     Intro : Hi, I'm Marc im 15 a&nbsp;Student from Bradford, UK. And this is a blog dedicated to all my friends online and off. So if Flip your reading then this is for you too!  "
23917,3907107,"24,July,2004",2004-07-24,"   A good place to sart is  urlLink www.ancestry.com &nbsp;searching is free and quite alot of the information (for the UK only) is free, however when you want to figure out who married who then you will have to pay for that.  "
23918,3907107,"25,July,2005",2005-07-25,"   Before we start looking on the net lets decide what a Family Tree just is.     Whats in a Family Tree?  Alot more than you could imagine. An increasing number of people are discovering that tracing their ancestors is NOT just an enjoinable past time - they can also uncover some amazing facts about there families. Such as what famous or infamous figures are you related to? Where did your family originate from? We'll if you get involved in Genealogy then you'll find out. Over the life of the website we're going to look at the roll your PC can play in tracing your family, starting with creating a means of recording all your family history. For this were going to use Microsoft Word. But before we begin, lets let's look at how you should organise your data. You can store details for each member of your family in a seperate Word document. To Be Continued...    &nbsp;  "
23919,3907107,"24,July,2006",2006-07-24,"   This blog is all about Family History. If you are in search of your long lost relatives etc. Then this site can help you!  Every week or as neccassary I will post here new websites I have found that helped me trace my family back, Generations.     Also if you are&nbsp;in need of desperate help and don't want to pay those&nbsp;high prices, just to find out a name or when someone was born then I can help. Just post or email who you are looking for with as many details you can find and&nbsp;I will get back to you as soon as possible.  "
4563,3911122,"16,July,2004",2004-07-16,    Today i'm writing in blue HAHAHA ok i'm seriously really bored. well today .The most exciting thing i did today was that&nbsp;i went to the movies. I saw The Notebook the 2nd best movie ever lol the first it A Walk to Remember with the huge hottie Shane West lol okies well that movie made me sad and made me want a special somebeody lol *tearing up* actually no im not lol ok well thas all cause nothing happened I'M A BORING PERSON!!!!!!!! lol 
4564,3911122,"15,July,2004",2004-07-15,    okies peoples i skipped a day but oh well. YES! i am writing in purple lol well yesterday i went to gymnastics and worked my butt off. 1 thing of advice don't eat dinner before going to gymnastics lol. okies well then burgi and amy came over&nbsp; to spend the night. Amy did my makeup which was very good by the way amy and burgi did my hair which was really coolies she did all of our hair and and and I&nbsp; picked out the outfits lol. it was fun. WELL when i was sleeping (on the floor) my arm somehow got on my bed and went numb i couldn't feel it at all it was pretty funny so i oculdn't move it i had to use my other hand to pick it up heehee i'm so silly then we went to SD (splashdown) and i was sorta dissapointed but i won't say why cause i'm just nice like that even though the person prob. hates me but i had to.......... ok anyway we won't get into that lol my hair looks really pretty right now and i'm really relaxed well me madi and Ally made up names for each other my name is xSPLASHx madi's name is xPOPx and Ally's name is xBUBBLEx yes we are weird lol oh well if u don't like us then SCREW YOU i love everybody heehee okies i'm done       &nbsp; 
4565,3911122,"13,July,2004",2004-07-13,    ok weeeeeeeeeeell heehee today was unusual. heehee me Burgi and Karen went to the movies where we saw sleepover which was really funny u should see it and and and i bothered everybody in the movie theater with my extremely obnoxious laugh lol well i think it is anyway. Then we decided to go to the mall while were in the car and i picked up this scented oil ball thingy and sqeeuzed it and there was a hole in and it got all over my face which was nice it was sooooooo funny i was laughing so hard i was crying tears mixed with oil very funny. ok well thas it heehee so interesting and just to let everyone know i love my PJ's!!! 
4566,3911122,"12,July,2004",2004-07-12,    Okies well today was EXTREMELY boring....... i sat around and sat around some more OMG AND sat around some more. My cousin mooned me which was really nasty and i slapped him for it. Me and my cousins rode up to Subway for lunch which was yummy yummy yummy and when i was riding down a hill some lay opened a door and i almost went flying into the door luckily i think fast and went around the door heehee.Then i came back home from many days at my dads house. Oh and the most exciting news ever i found out madi got a haircut!!! WOOT WOOT so amazing heehee 
19681,3923707,"14,July,2004",2004-07-14,"    Spoken:  Look, why don't you play that song you played for me yesterday? Oh ok yeah, that song because of you, cool This is a song called because of you...written because of you...here we go   Verse 1: ...oh yah, oh yah... If ever you wondered if you touched my soul yes you do Since I met you I'm not the same  You bring life to everything I do Just the way you say hello  With one touch I can't let go Never thought I'd fall in love with you...   Chorus: Because of you, my life has changed, thank you for the love and joy you bring Because of you, I feel no shame, I'll tell the world it's because of you  Verse 2: Sometimes I get lonely and all I gotta do is think of you You captured something inside of me  You make all of my dreams come true It's not enough that you love me for me  You reached inside and touched me eternally I love you best explains how I feel for you...   Chorus:  Because of you, my life has changed, thank you for the love and the joy you bring Because of you, I feel no shame, I'll tell the world it's because of you   Bridge: The magic in your eyes  True love I can't deny When you hold me I just lose control I want you to know that I'm never letting go You mean so much to me I want the world to see, It's because of you   Chorus: Because of you, my life has changed, thank you for the love and the joy you bring Because of you, I feel no shame, I'll tell the world it's because of you My life has changed thank you for the love and the joy you bring  Because of you, I feel no shame, I'll tell the world it's because of you...   Spoken:   Because of you   "
19682,3923707,"14,July,2004",2004-07-14,"    oh my.... i feel so guilty today... we had a quiz today... nd during the quiz, i am the known ""Doctor""... i was forced to be a doctor by my seatmate... and worse of it... i did it during the time when we have visitors from other schools... ei it's only between you and me okei... i did it because i was afraid that my seatmate might make things that i don't want to happen... he'll make ""gulo"" on me.... huhuh... poor li'l girl.. neweiz... the nice thing is i don't copy my seatmates answer, i juz ""doctor"" their answer to make it correct... hehehe.... i'm really bothered on what i did... oh my.... i don't wanna do it again....   "
19683,3923707,"14,July,2004",2004-07-14,    ie... dis is my first day in blog... i hope to enhance this more so that you can visit it more often... dats it na lang muna... byez!!!!!   
3322,3924062,"15,July,2004",2004-07-15,"   I've just been thinking of revising the lyrics to my debut single (perhaps I'll post a draft - if someone reading this wants me to, leave a comment), when I sought inspiration in another song.  Now, as soon as I thought of a pop song to take ideas from, I thought only one thing.  Busted.  Inserting their debut album (their finest, and I can justify it being in my record collection as it was bought for me - it would surely be rude not to listen to it?) and skipping to 'Year 3000', I sat back and prepared for aural pleasure (innuendo most probably intended...).   I won't lie to you, listening to that song has probably given me a clue as to how Busted are so successful.  Think about it.  They've been to the Year 3000.  Do they not know the way the charts are going to pan out for the next 996 years?  Does this not grant them the surefire way to construct a song that will cater for the changing needs of the increasingly picky pop audience?  Or am I simply reading too far into this?  Only the future of Busted will tell...  "
3323,3924062,"14,July,2004",2004-07-14,"   I've just realised the overwhelming burden of pressure, both from the expectations of myself and others, to succeed. I would say I can't sleep because of it, but its only 11.44am, so what the hell.  "
3324,3924062,"14,July,2004",2004-07-14,"   What is in a name?  They give us an identity, something people can call us, to distinguish us from the rest of the mob - unless of course you're in a mob of people with the same name as you, but thats statistically unlikely, isn't it? Of course,with a debut single in the pipeline, my thoughts must turn to my name.  Is Robert Pook (my full name, to those who may read this blog and know me only as Rob) a jazzy name, full of the sparkling pizazz associated with showbiz, parties and the luxurious lifestyle of someone famous.  In short, it isn't.  Now, I'm not a group, so that rules out the pluralular (probably made that up...) style of name such as Westlife, 5ive, even the Spice Girls.  No, I need something short, punchy, something that hundreds of thousands of childrens can utter across their school playgrounds as soon as the new charts are announced, or following my appearance in Smash Hits magazine.  Darius.  Look at that, a successful popstar known only by his first name.  But Robert just doesn't have that ring, nor does Rob, Bob, Bert, just about anything that can be made using my humble little name.  I would go for Pook, it has been a nickname of mine for many years.  I say a nickname...its just my surname, so I guess it doesn't really work as a nickname of such.  But surely Pook corners me in as a performer aimed at the preschool category.  I want to have some credibility as a popstar, not be thought of as some bloke in a brightly coloured rotund costume who dances around singing old nursery rhymes but with the new politically correct lyrics.  All together now...""Humpty Dumpty sat on the wall, Humpty Dumpty had a great fall.  All the Legal Aid Companies and Lawyers to boot, ensured he got compensated with plenty of loot!"". Perhaps I'll just change my name entirely?  Ramon, Diego, Carlos...something continental.  Ramon Valera...that could corner a market if I work on my dark, latin-based smouldering good looks?  You see, this is the trouble of the market.  I don't just need to be a good musician, in fact, I don't need to be a musician at all - which is rather good as far as I'm concerned.  No, all I need to be is a package.  An image, a look, a name.  ...this should be fun.  "
3325,3924062,"14,July,2004",2004-07-14,"   Now, we come to the effective 'construction' of my debut single, my first stab at the heart of pop stardom.  Continuing this analagy further, if I succeed, I will find my hands immersed in the warm scarlet blood of fame.  If I fail, I'll just hit the pancreas, joining many other failed acts such as One True Voice (where did it all go wrong?), Fast Food Rockers (I think we can see where that one went wrong) and Daphne and Celeste (see previous brackets).  Whilst this may not knock the Pop Industry dead, it will simply cause a minor injury, slowing it down, flagging it.  Like a wounded wildebeest, falling back in the moving herd - prime targets for the lions, the other genres such as Rock and Hip Hop.  Now, time for some cold hard facts.  My debut single will be self-financed (hence my profile listing my occupation as 'non-profit' - I expect none whatsoever).  It will be a preliminary batch of 50 copies.  Hopefully, these will sell, and possibly fetch me up to Â£20 profit for charity.  With any luck, I will join the vast swathing ranks of the Charity Single Superstars.  Think Geldof, Bono, Band Aid, S Club 7, Gareth Gates.  My name will join them in lights.  In theory.  And there'll be a video.  I already have a slight demo for the single.  Its entitled 'The One Who Proposed'.  As you may imagine, its about being the one who proposed, but being rejected.  The lyrics are, if I say so myself, jaunty, a little streetwise, a la Busted.  The demo was written, performed and recorded in one live take (after many hours practising alone in a darkened room) using only a basic laptop and a twelve year old keyboard.  Now, we come to the crucial stages.  Over the next few days, I need to jazz it up, give it that extra something.  We need a brass section, an unnecessarily long percussion intro, a synthesized middle-8 in which I can arse around in during the promotional video, we need a dance routine...  ...more will follow.  "
3326,3924062,"14,July,2004",2004-07-14,   The blog has begun...  
16335,3929371,"22,July,2004",2004-07-22,"   Friends, Romans, countrymen, lend me your ears;  I come to bury Caesar, not to praise him.  The evil that men do lives after them;  The good is oft interred with their bones;  So let it be with Caesar. The noble Brutus  Hath told you Caesar was ambitious:  If it were so, it was a grievous fault,  And grievously hath Caesar answer'd it.  Here, under leave of Brutus and the rest -  For Brutus is an honourable man;  So are they all, all honourable men -  Come I to speak in Caesar's funeral.  He was my friend, faithful and just to me:  But Brutus says he was ambitious;  And Brutus is an honourable man.  He hath brought many captives home to Rome  Whose ransoms did the general coffers fill:  Did this in Caesar seem ambitious?  When that the poor have cried, Caesar hath wept:  Ambition should be made of sterner stuff:  Yet Brutus says he was ambitious;  And Brutus is an honourable man.  You all did see that on the Lupercal  I thrice presented him a kingly crown,  Which he did thrice refuse: was this ambition?  Yet Brutus says he was ambitious;  And, sure, he is an honourable man.  I speak not to disprove what Brutus spoke,  But here I am to speak what I do know.  You all did love him once, not without cause:  What cause withholds you then, to mourn for him?  O judgment! thou art fled to brutish beasts,  And men have lost their reason. Bear with me;  My heart is in the coffin there with Caesar,  And I must pause till it come back to me.   "
16336,3929371,"05,August,2004",2004-08-05,   
16337,3929371,"02,August,2004",2004-08-02,"   Ok. Maybe qualifying something from Shakespeare as an official blog is way too much to ask. But isn't it a nice o'l speech, eh? And a fitting one, at that, for my hopefully rewarding dip into the world of non-private thinking.  A great orator such as Marc Antony tends to make his audience believe that what he is saying is TRUE, regardless of the righteousness of the idea. That 'Friends, Romans, countrymen' speech was immortalized by that very nature -- its  use of rhetoric to affect emotions and spur action in the process.  By posting that speech, I had just imposed upon myself something of a precedent for how things should work around here. I'm not saying I can persuade anyone into action, or lure someone into a pipe dream by my mere soliluquy. All I'm saying is perhaps, my rants, raves, and eternal damnation of the organized majority can be viewed in such light as PURPOSEFUL. Non-censorship of web contents guarantees me freedom for cussing and screwing anything and anyone, but by golly -- be it for some intent other than satisfying myself.  There'd be some sporadic trivial and inconsequential stuff here too, sure, but hey it isn't fun talking about serious matters all the time.  As the great Oscar Wilde oh-so-aptly puts it -- ""Seriousness is the only refuge of the shallow.""  So, there.  By the way, it took me a while to understand what was behind Marc Antony's speech, so if I were you, I'd go back on that post and read it again. It's beauty and classic appeal had just dawned upon me on my 10th, no make it 15th, intentful re-reading.   "
17475,3930072,"19,July,2004",2004-07-19,"   Stupid fucker.  So I wake up this morning to go to practice and come downstairs to a lovely little message Jeff sent me on AIM. It basically tells me to stop putting things in my profile about him and if I want to say something to his face then I should call. It also says he's sorry things have to be this way but I've obviously made it clear that they do. Of course, he was much more eloquent than that about the whole thing.  Alright. I'm only half guilty.  Maybe the ""If you don't give a damn I don't give a fuck"" was somewhat directed at him.  But the ""I'm sorry, I'm allergic to bullshit"" I put as my away message was a quote from I,Robot, which I saw yesterday in the theater. I just thought it was funny.  And I'll probably tell him that the other message was about something else.   In fact, I have a pretty good idea of what I'll say. It goes something like this:  ""Look. You need to stop thinking of yourself so highly. That stuff in my profile isn't about you. The away message was a funny quote from the movie I,Robot and the ""I don't give a fuck"" was about something else entirely, more as a joke than anything. Coincidentally, it just happens to fit the way things are between us. So what. I told you I was done, and I am. It isn't about you anymore. Although I don't see why you give a damn about what I say about you or how I feel. You never did before. I'm sorry if I make you look the ass that you are, but maybe it'd do you some good to think about what you've done to me. But of course you won't. Because it's all about you.""  Or maybe I won't say any of it.   I probably won't even call.  I'm just so sick of this all. "
17476,3930072,"16,July,2004",2004-07-16,"   You say I only hear what I want to You say I talk so all the time so.  And I thought what I felt was simple, and I thought that I don't belong, and now that I am leaving, now I know that I did something wrong 'cause I missed you. Yeah, I missed you.  And you say I only hear what I want to: I don't listen hard, I don't pay attention to the distance that you're running or to anyone, anywhere, I don't understand if you really care, I'm only hearing negative: no, no, no (bad)  And so I, I turned the radio on, I turned the radio up and this woman was singin' my song: the lover's in love and the other's run away, the lover is cryin' 'cuz the other won't stay.  Some of us hover when we weep for the other who was dieing since the day they were born. Well, this is not that: I think that I'm throwing, but I'm thrown.  And I thought I'd live forever, but now I'm not so sure.  You try to tell me that I'm clever, but that won't take my anyhow, or anywhere with you.  You said that I was naive, And I thought that I was strong. I thought, ""hey, I can leave, I can leave."" Oh but now I know that I was wrong, 'cuz I missed you.  You said, ""I caught you 'cause I want you and one day I'll let you go."" You try to give away a keeper, or keep me 'cuz you know you're just so scared to lose. And you say, ""Stay.""  You say I only hear what I want to.   --Lisa Loeb ""Stay""  I heard this song today while I was at Kohls and it reminded me a lot of what I've been going through. It's pretty accurate except for the part about staying. But most of the phrases are so true. Yeah...  The trip to Kohls was a success, however. I got a cute white tank with a green flower pin, a lightweight gray cardigan, and an awesome belt that's bright and colorful with little nostalgia pics on it.   I tried on some bras as well but that, as usual, was a failure. I mean, I tried on that one brand with sizes like ""nearly A"" and ""nearly B.""  I can even fit a nearly A.  How embarrassing.  On a better note, I've finally decided on all the outfits for my senior pictures. I picked out six just in case. They are as follows:  1. cute blue strapless dress with white polka dots 2. plaid pants and red halter 3. jeans and maroon polo 4. abercrombie track jacket and jeans 5. new white tank with flower pin and jean skirt 6. brown top with white lacey skirt and striped scarf  I'm pretty excited about this. A lot less stress, you know, once you have your outfits picked out.  I think I'll get back to watching the Olympic track and field trials now. "
17477,3930072,"15,July,2004",2004-07-15,"   Thunderstorm.   I started watching Fight Club (just picked up the DVD today) but the rain and thunder is so loud I can't concentrate on the movie.   I've got to stop eating. I mean, I wasn't really hungry but I just went into the kitchen and opened a bag of chips to munch on.   So I munched. And munched. By the handful, at that.   Which is bad.   Food is NOT therapy.   Hah. If there was anything good about me being depressed and shit after the whole breakup thing was that I didn't feel like eating. Every time I felt full I wanted to puke. Every time I thought about what happened my stomach would do a backflip.   With a round-off and a half twist.   So yeah, I totally dropped a few pounds and now I'm back to eating chips. All of a sudden, though, I realized I should be drinking fluids instead because of the bladder thing.   It was more like I realized I hadn't peed in a couple hours.   So the trusty water bottle is back by my side, though I'm not quite sure I will reach the 104 ounces I consumed yesterday. Ah, well, I don't need to run tomorrow so fluid intake isn't quite as important.   Oh. I got the results yesterday from the AP biology exam I took in the spring.   I scored a three...   ...out of five, that is!   I must say I was rather excited. I didn't know what the fuck I was doing on the test and I wasn't expecting to get a passing score but I guess you never know.   Who says bullshitting won't get you anywhere?   Actually, no one says that. We all know it's how we passed (or are passing) high school.   Which isn't to say one must always bullshit. My theory is, put the real effort into what you like to do, when you want to do it. Bullshit when you don't care. Bullshit when you want to save time.   Bullshit when the task at hand is bullshit.   Example. English teachers are big on the rough draft thing. You always gotta write a rough draft and do the peer editing and self editing crap before you can turn in your paper. But nine times out of ten the teacher doesn't even read what the hell you wrote. They just check 'em to see if they're done and give you 10 points credit or whatever. But writing always has to be a fucking process.   Well, I despise rough drafts. I loathe them. They are the biggest waste of time ever. So what do I do? I bullshit them. You can, too. Here's how:   1. Write in cursive. Sloppily.  2. Skip lines.  3. Use wide-ruled paper.  4. Make sure you have five paragraphs no matter what.  5. If you feel ambitious, write a great intro so the teacher thinks the rest of the paper is great.  6. If it's a research paper, include long direct quotes.   It's easy. Then you usually have another week or so to write your real paper. I mean, you aren't going to turn in the bullshit draft as the final one. No way. You're going to write a fucking awesome paper and get a 97% on it, but you don't have to deal with the bullshit of a rough draft. Because it's the real paper that's important. You put your heart and soul into that shit.   Rant. Rant. Rant.   What was I talking about anyway?   Oh yeah, AP bio. In short, I didn't take time to study for the exam but bullshitted the essays and was lucky on the multiple choice and I got a three. Ta da.   This means at State I can waive three biological science entry classes--BS110, BS111, and BS111L and start at a higher level.   You know, I was thinking. Here I am and I'm smart. I got a 29 on the ACT, not to mention a 35 on the English part which is in the 99th percentile. I got a three on the AP bio exam so I can skip frosh classes in college. Then I was thinking, not only am I smart, but I'm athletic. I've been all-city, all-conference, all-regional and all-state in both cross country and track. I can run in the low 19:00s for a 5k. And then I was thinking, not only and I smart, athletic, but I'm artistic, too. I've won first place at student expo three years in a row for drawing, ceramics, and painting, respectfully. So here I am and I got all this talent and brains and ability and yet, I lost the one thing that made me truly happy.   Sigh.   I know my life shouldn't revolve around something so fleeting, but I guess it was just that important to me. He was important to me. Being in love made everything different. It was new and special and I don't know. And I wonder if I'm destined to have everything everyone wants but not the one the thing everyone has that I want. &nbsp; Blah blah blah. &nbsp; Excuse the self-pity. &nbsp; I just wonder if I've lost it all for good. &nbsp; "
17478,3930072,"15,July,2004",2004-07-15,"   Well I did it.  I told Jeff I don't want to do this friendship  thing anymore. That I can't. That I am so angry, so hurt, it's impossible for this to work.  I told him goodbye.  But goddamn all I feel right now is like crying. I can't bring back all of the anger I felt before. I can't find that jealous little pang in my heart when I'd see him with Kara. I just feel miserable.  It was just like a film. I half expected to turn around and see Steven Spielberg and a camera rolling over my shoulder. We had it down to an art, really: standing at the doorway, looking into each other's eyes for the last time, one final kiss on the forehead, the fateful ""goodbye,"" walking away, turning around for one last glance...  I guess everything still feels like the movies.  Just not the good kind anymore.  I know I had to do it or else I'll never heal. But every day there's going to be something I want to share with him, and everyday I will miss him. And I guess I wish one day he'll call me up and say, ""Jen, I can't live without you"" but the chances of that are slim. He doesn't need me anymore and he's always been so much better at this kind of thing. He'll move on.  I'm scared I may never see him again.  I had to do this partly because I was sick of being the one who called, the one who said ""hey, let's hang out."" It was so hard because I feel he never made the effort for this friendship that I did. I was the consolation prize when Kara was busy, the backup when he needed something to do. So I walked away.  I don't know if he'll ever really miss me. He's good at finding distractions to prevent thinking.  I know I'll live.   I made a vow to stop denying how I feel, however. Whether it's right or wrong there's just one thing I wish circumstances would have permitted me to say to Jeff yesterday:  I love you. "
17479,3930072,"14,July,2004",2004-07-14,"   I had just an awful run today. I was shooting for five miles but by the time I reached Minges three and a half was looking good. I forced myself to make it through four but it was the worst run I've had this whole summer. No joke. It was one of those utterly-exhausted-feet-dragging-if-I-have-to-go-up-one-more-hill-I'm-going-to-die runs where you seriously don't think you're going to make it.  I blame the antibiotics.  Which pisses me off to no end because I have to take those damn pills for ten days and the Riverfront Run is in nine. If I'm going to feel like I did today there's no way in hell I'm going to run that race. I'd rather not collapse on the course or even worse run an embarrassingly slow time.   So it can be said I came home from practice rather grumpy. And then, while I sat at the computer, angrily sipping red Gatorade, Clarissa IMs me out of the blue.  ""Hey. I have a question.""  I'm like ok, go for it. And you'll never guess what she asks me.  She invites me to go with her to Chicago next week to the Art Institute.  Yes, the Art Institute of Chicago. That museum in Ferris Bueller's Day Off. The one with all the famous paintings. The one she told me about last year when she went and the one I've wanted to go to forever.   Oh my God.  My mood does a complete turn around. All of a sudden I'm smiling and my heart is light and I just can't stop thanking her enough for inviting me and for thinking of me and I feel great. It was a crazy coincidence because I was in such a bad mood before and this opportunity came at the perfect moment. I mean, to a lot of people this wouldn't be a big deal (it's just a museum) but to me a trip to the AIC is exactly what I need.  Times like these make me think the big guy in the sky is looking out for us after all. "
17480,3930072,"14,July,2004",2004-07-14,"   I went to the doctor today for what I assumed was a bladder infection or UTI or whatever they call them in the business. They gave me antibiotics and pills to numb my bladder so I can pee without pain. Hah. It's rather interesting because the bladder-numbing stuff makes my urine a bright orange color, like macaroni and cheese.  It's exactly the same color as my Nalgene water bottle.  So I slept a lot today and sulked around the house because even though my body feels fine having an infection gives one the perfect excuse to mope about. No one gets on you about it because they assume you feel like shit and if they do say anything you simply reply, ""Shut up. I have an infection.""  It works 95% of the time.  This is all great for me because if I didn't have an inflamed bladder or bacteria in my urethrea there's no way I could go around feeling sorry for myself or being pissed off at the world.  It's not like I don't have a good reason to do so. I do.  But ""my ex-boyfriend is a stupid bastard who doesn't give a fucking damn about my feelings or being my friend like he said he would and while he's off in Candyland with his new girl after a post-break-up period of less than three weeks I am seriously considering cutting off his dick while he sleeps and tossing it out the window of a moving car"" won't really cut it with the female Nazis of the household who insist I just ""get over it.""  I suppose I can handle a little burning while I piss just to get some peace when I'm unhappy.  I didn't run today, but it's alright. I'll make up the five miles tomorrow when everyone else plays frisbee.  Although, such an aggressive game would provide the perfect opportunity to smash in Kara's pretty face or kick her in the shins.  Did I just say that?  Did I mention Jeff's new girl is my fucking teammate?  Anyway. Maybe tomorrow during my run I will be able to enjoy the sound of the wind in the trees or the solitary pounding of my Mizunos on pavement instead of Lindsay's incessant chatter in my ear. I love the girl to death but she talks so much and out of courtesy at least I feel like I should respond to what she says.  It's called conversation or something.  Dad's about to come home with burgers for dinner so at least I can indulge in some greasy cow intestine, although after watching Compassion Over Killing's documentary on farm animal cruelty, vegetarianism is looking more appealing than ever. "
24292,3931951,"25,July,2004",2004-07-25,"    Hey all.&nbsp; I am so wired right now, but in a lot of pain.&nbsp; I went to my friend's birthday party last night and got really wasted.&nbsp; We went and played on the bales (The joys of living in a farming community in rural Saskatchewan) and we were all jumping off of them onto other bales.&nbsp; Well, when I went to jump onto another bale, I fell down the entire stack of bales and landed right on my back.&nbsp; Oh my god, did that ever hurt.&nbsp; Ry was looking for me and here I ended up on the exact opposite side of the bales as him and had to walk through a great big puddle so deep my pants were drenched past my knees just to get back to the party.&nbsp; It sucked, but it was fun and I was so drunk that ten minutes later I couldn't feel anything anyways.&nbsp; I didn't get home until 4:30 in the morning.&nbsp; My mom almost shit a brick.&nbsp; Ah well.&nbsp; I went to my exboyfriend's house tonight and played X Box with O (My ex).&nbsp; We broke up on the first of July, and after only 24 days we're awesome friends.&nbsp; We party together and hang out a lot.&nbsp; I still love him a lot but I don't have the urge to go out with him again.&nbsp; The relationship lasted for almost 3 years, so I'm pretty much ready to be single again.&nbsp; Especially since next year I graduate and will be off to University where boyfriends will be such a distraction.&nbsp; Still love him though, and I really hope we'll be friends for a long time.&nbsp; He's a really great guy.&nbsp; And he's a really great fuck too.&nbsp; That's a plus.&nbsp; At least I still get to do that with him without having any emotional attachment and all that clinical/mental bullshit.&nbsp; Anyways, I should go to sleep.&nbsp; I have to work all day tomorrow... 10:30 am until 9:00 pm.&nbsp; wow!&nbsp; G'nite all.     &nbsp;    luv, nic&nbsp; xoxo"
24293,3931951,"14,July,2004",2004-07-14,"    i don't know what to write.  i'll write more when i figure out how to... well... do what i gotta do. luv,nic xoxo "
